"Data";"Descricao";"Categoria";"Conta";"Cartao";"Valor";"Status";"Compartilhado"
2024-06-24;"Gas";"Gas";"C6";"";128.26;"Efetivado";"50/50"
2024-06-24;"Pizza";"Restaurante";"Bradesco";"";65;"Efetivado";"100% Silvia"
2024-07-10;"PANIF LA PLAZA";"Padaria";"C6";"C6";37.78;"Efetivado";"100% Silvia"
2024-07-19;"Restaurante";"Restaurante";"Nubank";"Nubank";100.65;"Efetivado";"100% Silvia"
2024-07-19;"Uber";"Uber";"Nubank";"Nubank";53.2;"Efetivado";"100% Silvia"
2024-07-10;"PANIF LA PLAZA";"Padaria";"C6";"C6";40.29;"Efetivado";"100% Silvia"
2024-07-19;"Uber";"Uber";"Nubank";"Nubank";16.86;"Efetivado";"100% Silvia"
2024-06-26;"Viagens passagem";"Passagem";"Bradesco";"";1700;"Efetivado";"50/50"
2024-07-19;"Uber";"Uber";"Nubank";"Nubank";59.98;"Efetivado";"100% Silvia"
2024-07-19;"ifood";"Restaurante";"Nubank";"Nubank";96.19;"Efetivado";"100% Silvia"
2024-06-28;"Convenio mãe";"Convenio - mãe";"Bradesco";"";1080;"Efetivado";"100% Silvia"
2024-07-10;"MR MERCADOS";"Mercado";"C6";"C6";29.54;"Efetivado";"50/50"
2024-07-10;"MR MERCADOS";"Mercado";"C6";"C6";4.19;"Efetivado";"50/50"
2024-06-28;"Salario";"Salario";"Bradesco";"";6060;"Efetivado";"100% Silvia"
2024-07-10;"ULTRA BOI";"Açougue";"C6";"C6";77.53;"Efetivado";"50/50"
2024-07-10;"PANIFICADORA ALIANCA D";"Padaria";"C6";"C6";26.4;"Efetivado";"50/50"
2024-07-10;"TUTTO BOLO";"Restaurante";"C6";"C6";24;"Efetivado";"50/50"
2024-07-10;"FRUTAS SELECIONADAS";"Feira";"C6";"C6";17;"Efetivado";"50/50"
2024-07-10;"PAG*ADRIANODEJESUS";"Feira";"C6";"C6";12;"Efetivado";"50/50"
2024-07-10;"PAG*TATIANEDESOUSA";"Feira";"C6";"C6";10;"Efetivado";"50/50"
2024-07-10;"TEURA";"Feira";"C6";"C6";10;"Efetivado";"50/50"
2024-06-29;"Rendimento ";"Rendimentos";"Nubank";"";0.01;"Efetivado";"100% Silvia"
2024-07-10;"MR MERCADOS";"Mercado";"C6";"C6";7.49;"Efetivado";"50/50"
2024-07-01;"TX rendimento tesouro";"Impostos";"Bradesco";"";203.52;"Efetivado";"100% Silvia"
2024-07-01;"TX rendimento tesouro";"Impostos";"Bradesco";"";82;"Efetivado";"100% Silvia"
2024-07-01;"Pizza";"Restaurante";"Bradesco";"";65;"Efetivado";"100% Silvia"
2024-07-10;"POSTO SERV AVANTGARDE";"Combustível";"C6";"C6";50;"Efetivado";"50/50"
2024-07-10;"PANIF LA PLAZA";"Padaria";"C6";"C6";37.78;"Efetivado";"100% Silvia"
2024-07-10;"MR MERCADOS";"Mercado";"C6";"C6";30.24;"Efetivado";"50/50"
2024-07-01;"Rendimento tesouro";"Rendimentos";"Bradesco";"";536.01;"Efetivado";"100% Silvia"
2024-07-19;"Restaurante";"Restaurante";"Nubank";"Nubank";109.01;"Efetivado";"100% Silvia"
2024-07-10;"PANIF LA PLAZA";"Padaria";"C6";"C6";41.78;"Efetivado";"100% Silvia"
2024-07-19;"Restaurante";"Restaurante";"Nubank";"Nubank";58.4;"Efetivado";"100% Silvia"
2024-07-19;"Uber";"Uber";"Nubank";"Nubank";58.3;"Efetivado";"100% Silvia"
2024-08-10;"MR MERCADOS";"Mercado";"C6";"C6";21.38;"Efetivado";"50/50"
2024-08-10;"PAG*AGFPARQUEMANDAQUI";"Feira";"C6";"C6";18.05;"Efetivado";"50/50"
2024-08-10;"MR MERCADOS";"Mercado";"C6";"C6";49.57;"Efetivado";"50/50"
2024-07-05;"Net casa";"Internet";"C6";"";264.89;"Efetivado";"50/50"
2024-07-05;"Celular";"Celular";"Bradesco";"";56.42;"Efetivado";"100% Silvia"
2024-07-05;"Rendimento";"Rendimentos";"Bradesco";"";0.07;"Efetivado";"100% Silvia"
2024-08-10;"ULTRA BOI";"Açougue";"C6";"C6";66.05;"Efetivado";"50/50"
2024-08-10;"HORTIFRUTI E SUPERMERC";"Feira";"C6";"C6";46.43;"Efetivado";"50/50"
2024-08-10;"MR MERCADOS";"Mercado";"C6";"C6";43.95;"Efetivado";"50/50"
2024-08-10;"PAES E DOCES CORTEZ";"Padaria";"C6";"C6";49.32;"Efetivado";"50/50"
2024-08-10;"MR MERCADOS";"Mercado";"C6";"C6";19.36;"Efetivado";"50/50"
2024-08-10;"MR MERCADOS";"Mercado";"C6";"C6";3.19;"Efetivado";"50/50"
2024-07-08;"Pizza";"Restaurante";"Bradesco";"";65;"Efetivado";"100% Silvia"
2024-08-10;"D'ART PAES E DOCES";"Padaria";"C6";"C6";7.4;"Efetivado";"50/50"
2024-07-08;"Rendimento";"Rendimentos";"Bradesco";"";0.83;"Efetivado";"100% Silvia"
2024-07-08;"Rendimento";"Rendimentos";"Bradesco";"";3.33;"Efetivado";"100% Silvia"
2024-07-08;"Rendimento";"Rendimentos";"Bradesco";"";4.35;"Efetivado";"100% Silvia"
2024-07-08;"Rendimento";"Rendimentos";"Bradesco";"";7.58;"Efetivado";"100% Silvia"
2024-07-08;"Rendimento";"Rendimentos";"Bradesco";"";10.16;"Efetivado";"100% Silvia"
2024-07-08;"Rendimento";"Rendimentos";"Bradesco";"";19.43;"Efetivado";"100% Silvia"
2024-07-08;"Rendimento";"Rendimentos";"Bradesco";"";27.9;"Efetivado";"100% Silvia"
2024-08-10;"MADERO CTN - SP - AUG";"Restaurante";"C6";"C6";146.4;"Efetivado";"50/50"
2024-08-10;"SOFISERV AUTO POSTO L";"Combustível";"C6";"C6";60;"Efetivado";"50/50"
2024-08-10;"PAES E DOCES CORTEZ";"Padaria";"C6";"C6";25.58;"Efetivado";"50/50"
2024-08-10;"D'ART PAES E DOCES";"Padaria";"C6";"C6";10.5;"Efetivado";"50/50"
2024-07-10;"Viagens passagem";"Passagem";"Bradesco";"";2000;"Efetivado";"50/50"
2024-07-10;"Pizza";"Restaurante";"Bradesco";"";65;"Efetivado";"100% Silvia"
2024-08-10;"PANIF LA PLAZA";"Padaria";"C6";"C6";37.78;"Efetivado";"100% Silvia"
2024-08-10;"MR MERCADOS";"Mercado";"C6";"C6";9.47;"Efetivado";"50/50"
2024-07-10;"Rendimento";"Rendimentos";"Bradesco";"";0.49;"Efetivado";"100% Silvia"
2024-07-19;"Uber";"Uber";"Nubank";"Nubank";62.15;"Efetivado";"100% Silvia"
2024-07-19;"ifood";"Restaurante";"Nubank";"Nubank";52.9;"Efetivado";"100% Silvia"
2024-07-11;"Aluguel";"Aluguel";"Nubank";"";1448.04;"Efetivado";"50/50"
2024-07-12;"Chapinha";"Beleza";"Bradesco";"";51.46;"Efetivado";"100% Silvia"
2024-08-19;"Roupas";"Roupas";"Nubank";"Nubank";18.37;"Efetivado";"100% Silvia"
2024-08-10;"MR MERCADOS";"Mercado";"C6";"C6";7.49;"Efetivado";"50/50"
2024-07-12;"Rendimento";"Rendimentos";"Bradesco";"";0.02;"Efetivado";"100% Silvia"
2024-08-19;"ifood";"Restaurante";"Nubank";"Nubank";143.87;"Efetivado";"100% Silvia"
2024-08-19;"Farmacia";"Farmácia";"Nubank";"Nubank";63.14;"Efetivado";"100% Silvia"
2024-08-10;"ULTRA BOI";"Açougue";"C6";"C6";49.73;"Efetivado";"50/50"
2024-08-10;"HORTIFRUTI E SUPERMERC";"Feira";"C6";"C6";38.78;"Efetivado";"50/50"
2024-08-10;"MR MERCADOS";"Mercado";"C6";"C6";33.63;"Efetivado";"50/50"
2024-08-10;"PANIFICADORA ALIANCA D";"Padaria";"C6";"C6";31.8;"Efetivado";"50/50"
2024-08-10;"OFICINA DOS SABORES";"Restaurante";"C6";"C6";30.55;"Efetivado";"50/50"
2024-08-19;"ifood";"Restaurante";"Nubank";"Nubank";25.89;"Efetivado";"100% Silvia"
2024-08-10;"MR MERCADOS";"Mercado";"C6";"C6";11.78;"Efetivado";"50/50"
2024-07-15;"Net mãe";"Net - mãe";"Bradesco";"";347.76;"Efetivado";"100% Silvia"
2024-07-15;"farmacia";"Farmácia";"Bradesco";"";245.81;"Efetivado";"100% Silvia"
2024-07-15;"Devoluçaõ compra";"Roupas";"Bradesco";"";110.27;"Efetivado";"100% Silvia"
2024-07-15;"Pizza";"Restaurante";"Bradesco";"";65;"Efetivado";"100% Silvia"
2024-07-15;"Salario";"Salario";"Bradesco";"";12941;"Efetivado";"100% Silvia"
2024-08-19;"ifood";"Restaurante";"Nubank";"Nubank";66.9;"Efetivado";"100% Silvia"
2024-08-19;"Uber";"Uber";"Nubank";"Nubank";59.93;"Efetivado";"100% Silvia"
2024-08-10;"A LAREIRA RESTAURANTE";"Restaurante";"C6";"C6";25.9;"Efetivado";"50/50"
2024-07-18;"Enel";"Energia";"C6";"";98.46;"Efetivado";"50/50"
2024-08-19;"Mercado";"Mercado";"Nubank";"Nubank";91.01;"Efetivado";"50/50"
2024-08-19;"ifood";"Restaurante";"Nubank";"Nubank";83.8;"Efetivado";"100% Silvia"
2024-08-19;"Restaurante";"Restaurante";"Nubank";"Nubank";78.86;"Efetivado";"100% Silvia"
2024-08-19;"Farmacia";"Farmácia";"Nubank";"Nubank";85.02;"Efetivado";"100% Silvia"
2024-08-10;"MR MERCADOS";"Mercado";"C6";"C6";15.78;"Efetivado";"50/50"
2024-08-10;"REST FERNANDES QUEIROL";"Padaria";"C6";"C6";10.13;"Efetivado";"50/50"
2024-07-19;"Rendimento";"Rendimentos";"Bradesco";"";0.51;"Efetivado";"100% Silvia"
2024-08-10;"CASA DE ADELIA-RESTAU";"Restaurante";"C6";"C6";85.96;"Efetivado";"50/50"
2024-08-19;"ifood";"Restaurante";"Nubank";"Nubank";85.9;"Efetivado";"100% Silvia"
2024-08-10;"ULTRA BOI";"Açougue";"C6";"C6";79.73;"Efetivado";"50/50"
2024-08-19;"ifood";"Restaurante";"Nubank";"Nubank";32.89;"Efetivado";"100% Silvia"
2024-08-10;"PANIFICADORA ALIANCA D";"Padaria";"C6";"C6";20;"Efetivado";"50/50"
2024-08-10;"PAG*RICARDORODRIGUES";"Feira";"C6";"C6";18;"Efetivado";"50/50"
2024-08-10;"CAROLCOXINHAS";"Restaurante";"C6";"C6";13.8;"Efetivado";"50/50"
2024-08-10;"PAG*ADRIANODEJESUS";"Feira";"C6";"C6";10;"Efetivado";"50/50"
2024-08-10;"PAG*TATIANEDESOUSA";"Feira";"C6";"C6";10;"Efetivado";"50/50"
2024-08-10;"FATIMA APARECIDA DE OL";"Feira";"C6";"C6";7;"Efetivado";"50/50"
2024-08-19;"Deezer";"Streaming";"Nubank";"Nubank";43.9;"Efetivado";"100% Silvia"
2024-08-10;"MR MERCADOS";"Mercado";"C6";"C6";39.81;"Efetivado";"50/50"
2024-07-22;"Condominio";"Condominio";"C6";"";914.63;"Efetivado";"50/50"
2024-07-22;"Pizza";"Restaurante";"Bradesco";"";54;"Efetivado";"100% Silvia"
2024-07-22;"Pizza";"Restaurante";"Bradesco";"";45;"Efetivado";"100% Silvia"
2024-08-10;"PANIF LA PLAZA";"Padaria";"C6";"C6";37.78;"Efetivado";"100% Silvia"
2024-07-22;"Rendimento";"Rendimentos";"Bradesco";"";0.04;"Efetivado";"100% Silvia"
2024-08-19;"Restaurante";"Restaurante";"Nubank";"Nubank";108.68;"Efetivado";"100% Silvia"
2024-08-19;"Uber";"Uber";"Nubank";"Nubank";86.87;"Efetivado";"100% Silvia"
2024-08-10;"PANIF LA PLAZA";"Padaria";"C6";"C6";39.5;"Efetivado";"100% Silvia"
2024-08-10;"MR MERCADOS";"Mercado";"C6";"C6";11.46;"Efetivado";"50/50"
2024-07-24;"Gas";"Gas";"C6";"";173.58;"Efetivado";"50/50"
2024-08-19;"ifood";"Restaurante";"Nubank";"Nubank";103.79;"Efetivado";"100% Silvia"
2024-08-10;"MR MERCADOS";"Mercado";"C6";"C6";57.49;"Efetivado";"50/50"
2024-08-19;"Uber";"Uber";"Nubank";"Nubank";51.9;"Efetivado";"100% Silvia"
2024-08-10;"EMPORIO DIVINA SEMENT";"Mercado";"C6";"C6";40.19;"Efetivado";"50/50"
2024-07-25;"farmacia";"Farmácia";"Bradesco";"";150.54;"Efetivado";"100% Silvia"
2024-08-10;"TSOHOSEI NAGATA";"Feira";"C6";"C6";48;"Efetivado";"50/50"
2024-08-10;"FRUTAS NOVAIS";"Feira";"C6";"C6";15;"Efetivado";"50/50"
2024-08-10;"CALDO DO LEANDRO";"Feira";"C6";"C6";12;"Efetivado";"50/50"
2024-07-25;"Rendimento";"Rendimentos";"Bradesco";"";0.07;"Efetivado";"100% Silvia"
2024-08-19;"Fritadeira";"Móveis";"Nubank";"Nubank";390;"Efetivado";"50/50"
2024-08-10;"CASA DE ADELIA-RESTAU";"Restaurante";"C6";"C6";91.17;"Efetivado";"50/50"
2024-08-10;"MR MERCADOS";"Mercado";"C6";"C6";11.78;"Efetivado";"50/50"
2024-08-10;"MR MERCADOS";"Mercado";"C6";"C6";9.73;"Efetivado";"50/50"
2024-08-19;"ifood";"Restaurante";"Nubank";"Nubank";92.99;"Efetivado";"100% Silvia"
2024-07-29;"Pizza";"Restaurante";"Bradesco";"";65;"Efetivado";"100% Silvia"
2024-08-10;"MAXICAR";"Estacionamento";"C6";"C6";20;"Efetivado";"50/50"
2024-07-29;"Rendimento";"Rendimentos";"Bradesco";"";0.03;"Efetivado";"100% Silvia"
2024-08-19;"Restaurante";"Restaurante";"Nubank";"Nubank";65.78;"Efetivado";"100% Silvia"
2024-08-19;"Uber";"Uber";"Nubank";"Nubank";62.4;"Efetivado";"100% Silvia"
2024-08-10;"POSTO SERV AVANTGARDE";"Combustível";"C6";"C6";50;"Efetivado";"50/50"
2024-08-10;"PANIF LA PLAZA";"Padaria";"C6";"C6";37.78;"Efetivado";"100% Silvia"
2024-07-31;"Convenio mãe";"Convenio - mãe";"Bradesco";"";1080;"Efetivado";"100% Silvia"
2024-08-19;"Uber";"Uber";"Nubank";"Nubank";81.38;"Efetivado";"100% Silvia"
2024-08-19;"Restaurante";"Restaurante";"Nubank";"Nubank";51.5;"Efetivado";"100% Silvia"
2024-08-10;"POSTO SERV AVANTGARDE";"Combustível";"C6";"C6";50;"Efetivado";"50/50"
2024-08-10;"MR MERCADOS";"Mercado";"C6";"C6";9.66;"Efetivado";"50/50"
2024-08-10;"REST FERNANDES QUEIROL";"Padaria";"C6";"C6";4.65;"Efetivado";"50/50"
2024-07-31;"Salario";"Salario";"Bradesco";"";6277;"Efetivado";"100% Silvia"
2024-08-10;"HOSPITAL ALBERT EINSTE";"Estacionamento";"C6";"C6";220;"Efetivado";"50/50"
2024-08-19;"Farmacia";"Farmácia";"Nubank";"Nubank";7.99;"Efetivado";"100% Silvia"
2024-09-10;"VHAE QUIOSQUE 06";"Restaurante";"C6";"C6";60.23;"Efetivado";"50/50"
2024-09-10;"VIENA ALBERT EINSTEIN";"Restaurante";"C6";"C6";50.74;"Efetivado";"50/50"
2024-08-05;"Viagens passagem";"Passagem";"Bradesco";"";1786;"Efetivado";"50/50"
2024-08-05;"Net casa";"Internet";"C6";"";259.84;"Efetivado";"50/50"
2024-08-19;"Farmacia";"Farmácia";"Nubank";"Nubank";100.11;"Efetivado";"100% Silvia"
2024-09-10;"ULTRA BOI";"Açougue";"C6";"C6";73.15;"Efetivado";"50/50"
2024-09-10;"HORTIFRUTI E SUPERMERC";"Feira";"C6";"C6";71.15;"Efetivado";"50/50"
2024-09-10;"MR MERCADOS";"Mercado";"C6";"C6";68.97;"Efetivado";"50/50"
2024-08-05;"Celular";"Celular";"Bradesco";"";56.42;"Efetivado";"100% Silvia"
2024-09-10;"REST FERNANDES QUEIROL";"Padaria";"C6";"C6";4.54;"Efetivado";"50/50"
2024-08-05;"Rendimento";"Rendimentos";"Bradesco";"";1.01;"Efetivado";"100% Silvia"
2024-08-19;"ifood";"Restaurante";"Nubank";"Nubank";51.9;"Efetivado";"100% Silvia"
2024-09-10;"MR MERCADOS";"Mercado";"C6";"C6";30.61;"Efetivado";"50/50"
2024-09-10;"MR MERCADOS";"Mercado";"C6";"C6";38.96;"Efetivado";"50/50"
2024-09-10;"ULTRA BOI";"Açougue";"C6";"C6";23.09;"Efetivado";"50/50"
2024-09-10;"MR MERCADOS";"Mercado";"C6";"C6";22.01;"Efetivado";"50/50"
2024-08-09;"Salario";"Salario";"Bradesco";"";9970;"Efetivado";"100% Silvia"
2024-09-10;"ULTRA BOI";"Açougue";"C6";"C6";61.28;"Efetivado";"50/50"
2024-09-10;"HORTIFRUTI E SUPERMERC";"Feira";"C6";"C6";50.29;"Efetivado";"50/50"
2024-09-10;"MR MERCADOS";"Mercado";"C6";"C6";86.96;"Efetivado";"50/50"
2024-08-19;"ifood";"Restaurante";"Nubank";"Nubank";51.9;"Efetivado";"100% Silvia"
2024-09-10;"D'ART PAES E DOCES";"Padaria";"C6";"C6";12.5;"Efetivado";"50/50"
2024-08-12;"Estacionamento";"Estacionamento";"C6";"";35;"Efetivado";"50/50"
2024-09-19;"Roupas";"Roupas";"Nubank";"Nubank";18.37;"Efetivado";"100% Silvia"
2024-08-12;"Rendimento";"Rendimentos";"Bradesco";"";0.94;"Efetivado";"100% Silvia"
2024-08-12;"Aluguel";"Aluguel";"Nubank";"";1448.04;"Efetivado";"50/50"
2024-09-10;"MR MERCADOS";"Mercado";"C6";"C6";15.27;"Efetivado";"50/50"
2024-09-19;"Estacionamento";"Estacionamento";"Nubank";"Nubank";16;"Efetivado";"50/50"
2024-09-10;"D'ART PAES E DOCES";"Padaria";"C6";"C6";7.8;"Efetivado";"50/50"
2024-08-15;"Salario";"Salario";"Bradesco";"";11134;"Efetivado";"100% Silvia"
2024-08-16;"Net mãe";"Net - mãe";"Bradesco";"";354.37;"Efetivado";"100% Silvia"
2024-09-10;"ULTRA BOI";"Açougue";"C6";"C6";139.99;"Efetivado";"50/50"
2024-09-19;"Farmacia";"Farmácia";"Nubank";"Nubank";119.14;"Efetivado";"100% Silvia"
2024-09-19;"ifood";"Restaurante";"Nubank";"Nubank";109.6;"Efetivado";"100% Silvia"
2024-09-10;"MR MERCADOS";"Mercado";"C6";"C6";58.62;"Efetivado";"50/50"
2024-09-10;"HORTIFRUTI E SUPERMERC";"Feira";"C6";"C6";41.19;"Efetivado";"50/50"
2024-09-10;"MR MERCADOS";"Mercado";"C6";"C6";8.76;"Efetivado";"50/50"
2024-08-16;"Rendimento";"Rendimentos";"Bradesco";"";0.24;"Efetivado";"100% Silvia"
2024-09-10;"REST FERNANDES QUEIROL";"Padaria";"C6";"C6";6.13;"Efetivado";"50/50"
2024-09-10;"D'ART PAES E DOCES";"Padaria";"C6";"C6";10.4;"Efetivado";"50/50"
2024-09-10;"MR MERCADOS";"Mercado";"C6";"C6";7.49;"Efetivado";"50/50"
2024-09-19;"ifood";"Restaurante";"Nubank";"Nubank";120.96;"Efetivado";"100% Silvia"
2024-08-19;"Enel";"Energia";"C6";"";106.51;"Efetivado";"50/50"
2024-08-19;"Pizza";"Restaurante";"Bradesco";"";65;"Efetivado";"100% Silvia"
2024-08-19;"Rendimento";"Rendimentos";"Bradesco";"";0.59;"Efetivado";"100% Silvia"
2024-08-19;"Rendimento";"Rendimentos";"Bradesco";"";0.86;"Efetivado";"100% Silvia"
2024-08-20;"Condominio";"Condominio";"C6";"";914.63;"Efetivado";"50/50"
2024-09-19;"Farmacia";"Farmácia";"Nubank";"Nubank";111.03;"Efetivado";"100% Silvia"
2024-09-10;"MR MERCADOS";"Mercado";"C6";"C6";66.83;"Efetivado";"50/50"
2024-09-19;"Deezer";"Streaming";"Nubank";"Nubank";43.9;"Efetivado";"100% Silvia"
2024-09-10;"THISISORVETESECON";"Restaurante";"C6";"C6";26.2;"Efetivado";"50/50"
2024-09-19;"ifood";"Restaurante";"Nubank";"Nubank";83.8;"Efetivado";"100% Silvia"
2024-08-23;"Pizza";"Restaurante";"Bradesco";"";45;"Efetivado";"100% Silvia"
2024-09-10;"MR MERCADOS";"Mercado";"C6";"C6";17.08;"Efetivado";"50/50"
2024-08-23;"Rendimento";"Rendimentos";"Bradesco";"";0.03;"Efetivado";"100% Silvia"
2024-09-10;"CASADEBOLOS";"Mercado";"C6";"C6";28;"Efetivado";"50/50"
2024-09-10;"MR MERCADOS";"Mercado";"C6";"C6";13.49;"Efetivado";"50/50"
2024-09-10;"REST FERNANDES QUEIROL";"Padaria";"C6";"C6";4.35;"Efetivado";"50/50"
2024-09-10;"D'ART PAES E DOCES";"Padaria";"C6";"C6";14.45;"Efetivado";"50/50"
2024-08-26;"Gas";"Gas";"C6";"";201.49;"Efetivado";"50/50"
2024-09-19;"ifood";"Restaurante";"Nubank";"Nubank";78;"Efetivado";"100% Silvia"
2024-09-10;"ULTRA BOI";"Açougue";"C6";"C6";65.48;"Efetivado";"50/50"
2024-08-26;"Pizza";"Restaurante";"Bradesco";"";65;"Efetivado";"100% Silvia"
2024-09-10;"HORTIFRUTI E SUPERMERC";"Feira";"C6";"C6";50.3;"Efetivado";"50/50"
2024-09-10;"MP *CAROLCOXINHAS";"Restaurante";"C6";"C6";28.7;"Efetivado";"50/50"
2024-08-26;"Rendimento";"Rendimentos";"Bradesco";"";0.04;"Efetivado";"100% Silvia"
2024-09-10;"MR MERCADOS";"Mercado";"C6";"C6";44.73;"Efetivado";"50/50"
2024-08-29;"Viagens passagem";"Passagem";"Bradesco";"";250;"Efetivado";"50/50"
2024-09-10;"IFD*JACSSON COMERCIO D";"Restaurante";"C6";"C6";88.7;"Efetivado";"50/50"
2024-09-10;"IFD*SL CONFEITARIA LTD";"Restaurante";"C6";"C6";79.99;"Efetivado";"50/50"
2024-08-29;"Rendimento";"Rendimentos";"Bradesco";"";0.17;"Efetivado";"100% Silvia"
2024-08-30;"Madero";"Restaurante";"Bradesco";"";125.6;"Efetivado";"100% Silvia"
2024-08-30;"Restaurante";"Restaurante";"Bradesco";"";125.6;"Efetivado";"100% Silvia"
2024-09-10;"REST FERNANDES QUEIROL";"Padaria";"C6";"C6";6.63;"Efetivado";"50/50"
2024-08-30;"Rendimento";"Rendimentos";"Bradesco";"";0.39;"Efetivado";"100% Silvia"
2024-08-30;"Rendimento";"Rendimentos";"Bradesco";"";0.93;"Efetivado";"100% Silvia"
2024-08-30;"Rendimento";"Rendimentos";"Bradesco";"";1.6;"Efetivado";"100% Silvia"
2024-08-30;"Rendimento";"Rendimentos";"Bradesco";"";1.74;"Efetivado";"100% Silvia"
2024-08-30;"Rendimento";"Rendimentos";"Bradesco";"";2.42;"Efetivado";"100% Silvia"
2024-08-30;"Rendimento";"Rendimentos";"Bradesco";"";6.41;"Efetivado";"100% Silvia"
2024-08-30;"Salario";"Salario";"Bradesco";"";6084;"Efetivado";"100% Silvia"
2024-09-10;"CASADEBOLOS";"Mercado";"C6";"C6";26;"Efetivado";"50/50"
2024-09-10;"REST FERNANDES QUEIROL";"Padaria";"C6";"C6";8.1;"Efetivado";"50/50"
2024-09-10;"MR MERCADOS";"Mercado";"C6";"C6";7.49;"Efetivado";"50/50"
2024-09-01;"Presente Gui";"Presentes";"Bradesco";"";12000;"Efetivado";"100% Silvia"
2024-09-10;"IFD*DIO ITALIAN DELIVE";"Restaurante";"C6";"C6";129;"Efetivado";"50/50"
2024-09-10;"D'ART PAES E DOCES";"Padaria";"C6";"C6";7.6;"Efetivado";"50/50"
2024-09-02;"Presente Gui";"Presentes";"Bradesco";"";6000;"Efetivado";"100% Silvia"
2024-08-31;"Convenio";"Convenio - mãe";"Bradesco";"";1080;"Efetivado";"100% Silvia"
2024-09-10;"MERCADO EXTRA-1729";"Mercado";"C6";"C6";283.77;"Efetivado";"50/50"
2024-09-02;"Pizza";"Restaurante";"Bradesco";"";65;"Efetivado";"100% Silvia"
2024-09-02;"Pizza";"Restaurante";"Bradesco";"";65;"Efetivado";"100% Silvia"
2024-09-10;"MR MERCADOS";"Mercado";"C6";"C6";23.95;"Efetivado";"50/50"
2024-09-04;"Viagens passagem";"Passagem";"Bradesco";"";1785;"Efetivado";"50/50"
2024-10-10;"restaurante";"Restaurante";"C6";"C6";72.9;"Efetivado";"50/50"
2024-10-10;"sementes";"Mercado";"C6";"C6";58.49;"Efetivado";"50/50"
2024-10-10;"Guerreiro";"Mercado";"C6";"C6";7.49;"Efetivado";"50/50"
2024-09-05;"Net casa";"Internet";"C6";"";259.84;"Efetivado";"50/50"
2024-09-05;"Celular";"Celular";"Bradesco";"";56.42;"Efetivado";"100% Silvia"
2024-09-06;"Viagens passagem";"Passagem";"Bradesco";"";700;"Efetivado";"50/50"
2024-10-10;"restaurante";"Restaurante";"C6";"C6";139.8;"Efetivado";"50/50"
2024-10-10;"Guerreiro";"Mercado";"C6";"C6";7.99;"Efetivado";"50/50"
2024-10-10;"restaurante";"Restaurante";"C6";"C6";88.99;"Efetivado";"50/50"
2024-10-10;"sorvete";"Restaurante";"C6";"C6";25.7;"Efetivado";"50/50"
2024-10-10;"Guerreiro";"Mercado";"C6";"C6";12.06;"Efetivado";"50/50"
2024-10-10;"restaurante";"Restaurante";"C6";"C6";121.97;"Efetivado";"50/50"
2024-10-10;"gasolina";"Combustível";"C6";"C6";50;"Efetivado";"50/50"
2024-10-10;"Guerreiro";"Mercado";"C6";"C6";19.87;"Efetivado";"50/50"
2024-10-10;"Farmacia";"Farmácia";"C6";"C6";243.68;"Efetivado";"100% Silvia"
2024-09-09;"Pizza";"Restaurante";"Bradesco";"";65;"Efetivado";"100% Silvia"
2024-10-10;"dart";"Padaria";"C6";"C6";26;"Efetivado";"50/50"
2024-10-10;"estacionamento";"Estacionamento";"C6";"C6";20;"Efetivado";"50/50"
2024-10-10;"sorvete";"Restaurante";"C6";"C6";17.1;"Efetivado";"50/50"
2024-10-10;"restaurante";"Restaurante";"C6";"C6";67.96;"Efetivado";"50/50"
2024-10-10;"açougue";"Açougue";"C6";"C6";96.42;"Efetivado";"50/50"
2024-10-10;"Guerreiro";"Mercado";"C6";"C6";34.92;"Efetivado";"50/50"
2024-09-11;"Aluguel";"Aluguel";"Nubank";"";1448.04;"Efetivado";"50/50"
2024-10-10;"restaurante";"Restaurante";"C6";"C6";28.8;"Efetivado";"50/50"
2024-10-10;"Guerreiro";"Mercado";"C6";"C6";19.31;"Efetivado";"50/50"
2024-10-10;"açougue";"Açougue";"C6";"C6";25.83;"Efetivado";"50/50"
2024-10-10;"Guerreiro";"Mercado";"C6";"C6";4.06;"Efetivado";"50/50"
2024-09-13;"Salario";"Salario";"Bradesco";"";13360;"Efetivado";"100% Silvia"
2024-10-10;"Guerreiro";"Mercado";"C6";"C6";29.55;"Efetivado";"50/50"
2024-10-10;"Guerreiro";"Mercado";"C6";"C6";12.38;"Efetivado";"50/50"
2024-09-14;"Rendimentos";"Rendimentos";"Nubank";"";9.49;"Efetivado";"100% Silvia"
2024-10-10;"restaurante";"Restaurante";"C6";"C6";104.2;"Efetivado";"50/50"
2024-10-10;"açougue";"Açougue";"C6";"C6";100.5;"Efetivado";"50/50"
2024-10-10;"Sacolao ";"Feira";"C6";"C6";95.4;"Efetivado";"50/50"
2024-10-10;"dart";"Padaria";"C6";"C6";20.2;"Efetivado";"50/50"
2024-10-10;"Guerreiro";"Mercado";"C6";"C6";14.79;"Efetivado";"50/50"
2024-10-10;"padaria";"Padaria";"C6";"C6";38.87;"Efetivado";"50/50"
2024-09-17;"madero";"Restaurante";"Bradesco";"";126.5;"Efetivado";"100% Silvia"
2024-10-19;"almoço escritorio";"Restaurante";"Nubank";"Nubank";103.96;"Efetivado";"100% Silvia"
2024-10-10;"gasolina";"Combustível";"C6";"C6";80;"Efetivado";"50/50"
